Company,CIK,Date,Word Count,Sentiment Score,Sentiment Category,Positive Words,Negative Words,Key Sentiment Words,Boilerplate Percentage,Sentence Count,Max Sentence Length,Flesch Reading Ease,Flesch-Kincaid Grade Level,Gunning-Fog Index,Year,Company Presence by Year,Total Reports by Company
ATI INC,1018963,2012-02-27,13128,0.09313014,Slightly Positive,"{'great': 4, 'enable': 1, 'superior': 1, 'success': 2, 'gain': 9, 'achieve': 4, 'positively': 2, 'improve': 30, 'exceptional': 4, 'profitability': 2, 'efficiency': 8, 'best': 1, 'effective': 1, 'profitable': 2, 'accomplishment': 1, 'rebound': 1, 'versatility': 2, 'opportunity': 3, 'efficient': 1, 'strengthen': 1, 'advantage': 2, 'progress': 4, 'stable': 3, 'favorable': 3, 'enhance': 1, 'innovative': 2, 'unsurpassed': 2, 'strong': 6, 'improvement': 7, 'benefit': 66, 'strength': 1}","{'defer': 7, 'idle': 12, 'weakness': 2, 'terminate': 1, 'unable': 1, 'incident': 1, 'negative': 3, 'difficulty': 1, 'doubtful': 1, 'volatile': 5, 'writedown': 1, 'adverse': 1, 'loss': 9, 'limitation': 1, 'litigation': 1, 'volatility': 2, 'disclose': 1, 'accident': 1, 'uncollectible': 1, 'delay': 1, 'restructuring': 3, 'cut': 6, 'critical': 5, 'decline': 11, 'lose': 2, 'termination': 1, 'late': 2, 'obsolete': 2, 'impairment': 8, 'weak': 4, 'negatively': 1, 'downturn': 2}","[('benefit', 66), ('improve', 30), ('idle', 12), ('decline', 11), ('loss', 9), ('gain', 9), ('efficiency', 8), ('impairment', 8), ('improvement', 7), ('defer', 7), ('strong', 6), ('cut', 6), ('volatile', 5), ('critical', 5), ('exceptional', 4), ('great', 4), ('weak', 4), ('progress', 4), ('achieve', 4), ('opportunity', 3)]",0.0,484,267,48.09,10.2,7.35,2012,94/100,19/20
ATI INC,1018963,2013-02-28,12920,0.069554606,Slightly Positive,"{'great': 4, 'enhancement': 1, 'success': 2, 'gain': 4, 'achieve': 4, 'positively': 2, 'improve': 23, 'exceptional': 4, 'profitability': 3, 'despite': 1, 'efficiency': 7, 'best': 3, 'effective': 4, 'profitable': 2, 'accomplishment': 1, 'versatility': 2, 'opportunity': 2, 'efficient': 1, 'strengthen': 1, 'progress': 5, 'stable': 3, 'favorable': 2, 'enhance': 4, 'innovative': 1, 'unsurpassed': 2, 'strong': 12, 'improvement': 5, 'benefit': 59, 'strength': 1}","{'weaker': 2, 'weaken': 2, 'defer': 7, 'idle': 7, 'weakness': 2, 'terminate': 1, 'unable': 1, 'incident': 1, 'challenge': 1, 'negative': 3, 'doubtful': 1, 'volatile': 8, 'writedown': 1, 'loss': 4, 'limitation': 1, 'litigation': 1, 'volatility': 3, 'disclose': 2, 'uncollectible': 1, 'delay': 1, 'restructuring': 3, 'cut': 8, 'closure': 2, 'critical': 5, 'writedowns': 1, 'decline': 17, 'lose': 1, 'termination': 1, 'late': 1, 'obsolete': 2, 'impairment': 10, 'closing': 1, 'weak': 3, 'negatively': 1, 'downturn': 2}","[('benefit', 59), ('improve', 23), ('decline', 17), ('strong', 12), ('impairment', 10), ('cut', 8), ('volatile', 8), ('idle', 7), ('efficiency', 7), ('defer', 7), ('improvement', 5), ('progress', 5), ('critical', 5), ('exceptional', 4), ('great', 4), ('enhance', 4), ('loss', 4), ('effective', 4), ('gain', 4), ('achieve', 4)]",0.0,469,283,47.49,10.4,7.62,2013,94/100,19/20
ATI INC,1018963,2014-02-27,14661,-0.017331023,Neutral,"{'great': 7, 'enable': 6, 'proactively': 1, 'success': 2, 'gain': 8, 'achieve': 8, 'positively': 1, 'improve': 12, 'exceptional': 5, 'profitability': 1, 'despite': 1, 'optimistic': 1, 'efficiency': 8, 'best': 1, 'effective': 3, 'profitable': 4, 'accomplishment': 1, 'versatility': 2, 'opportunity': 3, 'efficient': 1, 'progress': 3, 'stable': 3, 'good': 1, 'favorable': 3, 'enhance': 2, 'able': 1, 'innovative': 1, 'unsurpassed': 2, 'strong': 5, 'improvement': 8, 'benefit': 57, 'strength': 1, 'enables': 1}","{'weaker': 2, 'defer': 6, 'investigation': 2, 'idle': 5, 'lack': 1, 'terminate': 1, 'unable': 1, 'incident': 1, 'challenge': 2, 'cease': 1, 'restructure': 3, 'concern': 1, 'negative': 1, 'doubtful': 1, 'volatile': 7, 'writedown': 2, 'adverse': 1, 'loss': 18, 'limitation': 1, 'divest': 3, 'hazardous': 2, 'litigation': 2, 'volatility': 3, 'disclose': 2, 'uncollectible': 1, 'delay': 1, 'restructuring': 11, 'closure': 12, 'critical': 1, 'downgrade': 1, 'decline': 21, 'lose': 1, 'termination': 6, 'late': 1, 'obsolete': 1, 'adversely': 3, 'impairment': 21, 'weak': 7, 'discontinue': 18, 'liquidation': 1, 'negatively': 1, 'absence': 1, 'downturn': 2}","[('benefit', 57), ('impairment', 21), ('decline', 21), ('discontinue', 18), ('loss', 18), ('improve', 12), ('closure', 12), ('restructuring', 11), ('efficiency', 8), ('gain', 8), ('achieve', 8), ('improvement', 8), ('great', 7), ('weak', 7), ('volatile', 7), ('termination', 6), ('enable', 6), ('defer', 6), ('exceptional', 5), ('idle', 5)]",0.0,505,387,46.67,10.7,7.85,2014,97/100,19/20
ATI INC,1018963,2015-02-26,14680,0.036422067,Neutral,"{'great': 7, 'enable': 6, 'innovation': 1, 'successful': 1, 'positive': 1, 'success': 1, 'gain': 13, 'achieve': 5, 'positively': 1, 'improve': 20, 'exceptional': 3, 'efficiency': 8, 'best': 1, 'effective': 11, 'profitable': 5, 'accomplishment': 1, 'versatility': 2, 'opportunity': 2, 'efficient': 1, 'progress': 4, 'stable': 2, 'good': 4, 'favorable': 2, 'enhance': 2, 'able': 1, 'innovative': 2, 'unsurpassed': 2, 'strong': 3, 'improvement': 6, 'benefit': 100, 'strength': 3, 'successfully': 2}","{'weaker': 3, 'shut': 1, 'defer': 6, 'investigation': 2, 'idle': 7, 'lack': 1, 'curtailment': 6, 'terminate': 1, 'divestiture': 2, 'unable': 1, 'incident': 1, 'cease': 1, 'negative': 1, 'doubtful': 1, 'volatile': 4, 'writedown': 2, 'adverse': 1, 'loss': 33, 'limitation': 1, 'default': 2, 'divest': 1, 'hazardous': 2, 'litigation': 2, 'volatility': 2, 'disclose': 1, 'uncollectible': 1, 'restructuring': 9, 'closure': 11, 'critical': 3, 'downgrade': 2, 'decline': 12, 'lose': 1, 'termination': 5, 'late': 1, 'obsolete': 1, 'adversely': 2, 'imbalance': 1, 'impairment': 17, 'weak': 9, 'discontinue': 22, 'poor': 2, 'liquidation': 1, 'negatively': 2, 'absence': 1, 'downturn': 1}","[('benefit', 100), ('loss', 33), ('discontinue', 22), ('improve', 20), ('impairment', 17), ('gain', 13), ('decline', 12), ('effective', 11), ('closure', 11), ('restructuring', 9), ('weak', 9), ('efficiency', 8), ('great', 7), ('idle', 7), ('enable', 6), ('curtailment', 6), ('improvement', 6), ('defer', 6), ('profitable', 5), ('termination', 5)]",0.0,500,327,46.37,10.9,8.01,2015,94/100,19/20
ATI INC,1018963,2016-02-26,14405,-0.073400526,Slightly Negative,"{'great': 6, 'enable': 5, 'leadership': 1, 'successful': 1, 'positive': 1, 'success': 1, 'gain': 9, 'achieve': 1, 'positively': 1, 'improve': 8, 'exceptional': 1, 'profitability': 3, 'efficiency': 1, 'best': 1, 'effective': 13, 'profitable': 7, 'accomplishment': 4, 'opportunity': 1, 'efficient': 1, 'progress': 6, 'resolve': 1, 'stable': 2, 'good': 4, 'favorable': 1, 'able': 2, 'innovative': 1, 'strong': 2, 'improvement': 2, 'benefit': 77, 'strength': 1, 'successfully': 1, 'enables': 2}","{'weaker': 2, 'defer': 8, 'stoppage': 2, 'investigation': 2, 'sluggish': 1, 'idle': 20, 'unfavorably': 1, 'lack': 3, 'curtailment': 2, 'weakness': 3, 'terminate': 1, 'divestiture': 2, 'unable': 1, 'incident': 1, 'challenge': 5, 'negative': 1, 'persistent': 1, 'doubtful': 1, 'volatile': 3, 'writedown': 2, 'adverse': 1, 'loss': 36, 'limitation': 1, 'default': 3, 'hazardous': 2, 'litigation': 2, 'volatility': 1, 'disclose': 1, 'lockout': 5, 'uncollectible': 1, 'restructuring': 14, 'idling': 1, 'closure': 10, 'critical': 1, 'deteriorate': 3, 'downgrade': 7, 'writeoff': 2, 'decline': 15, 'lose': 1, 'termination': 4, 'late': 1, 'obsolete': 1, 'adversely': 1, 'imbalance': 1, 'impairment': 33, 'weak': 6, 'discontinue': 9, 'poor': 1, 'mismatch': 1, 'negatively': 5, 'absence': 1, 'ineffective': 1, 'worsen': 1}","[('benefit', 77), ('loss', 36), ('impairment', 33), ('idle', 20), ('decline', 15), ('restructuring', 14), ('effective', 13), ('closure', 10), ('discontinue', 9), ('gain', 9), ('improve', 8), ('defer', 8), ('downgrade', 7), ('profitable', 7), ('great', 6), ('weak', 6), ('progress', 6), ('enable', 5), ('lockout', 5), ('negatively', 5)]",0.0,490,329,46.78,10.7,7.84,2016,87/100,19/20
ATI INC,1018963,2017-02-24,16487,-0.126240725,Negative,"{'great': 6, 'positive': 3, 'success': 1, 'gain': 6, 'achieve': 8, 'positively': 1, 'improve': 21, 'profitability': 4, 'efficiency': 1, 'best': 1, 'effective': 11, 'satisfied': 1, 'profitable': 7, 'accomplishment': 1, 'tremendous': 1, 'opportunity': 1, 'efficient': 1, 'strengthen': 1, 'progress': 2, 'stable': 1, 'good': 4, 'enhance': 1, 'able': 3, 'innovative': 1, 'strong': 6, 'improvement': 4, 'benefit': 90, 'exclusive': 1}","{'weaker': 1, 'fails': 1, 'defer': 30, 'shutdown': 4, 'unpaid': 2, 'stoppage': 8, 'investigation': 2, 'idle': 38, 'inefficiency': 1, 'unfavorably': 1, 'lack': 1, 'curtailment': 1, 'weakness': 1, 'unable': 1, 'challenge': 9, 'restructure': 1, 'negative': 2, 'difficult': 2, 'persistent': 1, 'doubtful': 1, 'volatile': 2, 'writedown': 2, 'adverse': 1, 'loss': 58, 'limitation': 1, 'default': 3, 'divest': 1, 'hazardous': 2, 'litigation': 1, 'disclose': 1, 'uncollectible': 1, 'restructuring': 29, 'idling': 1, 'closure': 15, 'critical': 1, 'deteriorate': 1, 'arrears': 1, 'downgrade': 6, 'writeoff': 2, 'decline': 14, 'termination': 3, 'suspend': 1, 'obsolete': 1, 'adversely': 1, 'impairment': 38, 'barrier': 1, 'weak': 7, 'discontinue': 2, 'poor': 1, 'mismatch': 1, 'negatively': 7, 'absence': 1, 'reassessment': 2, 'unprofitable': 3}","[('benefit', 90), ('loss', 58), ('idle', 38), ('impairment', 38), ('defer', 30), ('restructuring', 29), ('improve', 21), ('closure', 15), ('decline', 14), ('effective', 11), ('challenge', 9), ('stoppage', 8), ('achieve', 8), ('weak', 7), ('profitable', 7), ('negatively', 7), ('great', 6), ('strong', 6), ('gain', 6), ('downgrade', 6)]",0.0,538,407,45.66,11.1,8.21,2017,84/100,19/20
ATI INC,1018963,2018-02-20,17218,-0.095573907,Slightly Negative,"{'great': 8, 'proactively': 1, 'positive': 3, 'enhancement': 1, 'success': 1, 'gain': 4, 'achieve': 6, 'positively': 1, 'improve': 17, 'profitability': 8, 'despite': 1, 'efficiency': 1, 'best': 1, 'effective': 6, 'satisfied': 1, 'profitable': 6, 'accomplishment': 1, 'opportunity': 2, 'satisfy': 1, 'progress': 2, 'stable': 1, 'good': 3, 'favorable': 1, 'enhance': 1, 'able': 5, 'innovative': 1, 'perfectly': 1, 'strong': 8, 'improvement': 11, 'benefit': 102, 'exclusive': 1}","{'fails': 1, 'defer': 45, 'shutdown': 3, 'stoppage': 6, 'investigation': 2, 'idle': 33, 'lack': 1, 'unable': 1, 'challenge': 6, 'negative': 2, 'persistent': 1, 'doubtful': 1, 'volatile': 3, 'writedown': 2, 'adverse': 1, 'loss': 55, 'limitation': 3, 'default': 3, 'hazardous': 2, 'opportunistically': 1, 'litigation': 1, 'erosion': 3, 'disclose': 2, 'uncollectible': 1, 'restructuring': 20, 'cut': 4, 'idling': 1, 'closure': 10, 'critical': 1, 'ineffectiveness': 1, 'arrears': 1, 'downgrade': 4, 'writeoff': 4, 'decline': 10, 'termination': 4, 'suspend': 1, 'obsolete': 1, 'impairment': 55, 'weak': 3, 'discontinue': 1, 'poor': 1, 'negatively': 4, 'reassessment': 2, 'unfavorable': 1, 'unprofitable': 2}","[('benefit', 102), ('loss', 55), ('impairment', 55), ('defer', 45), ('idle', 33), ('restructuring', 20), ('improve', 17), ('improvement', 11), ('decline', 10), ('closure', 10), ('profitability', 8), ('great', 8), ('strong', 8), ('effective', 6), ('stoppage', 6), ('challenge', 6), ('profitable', 6), ('achieve', 6), ('able', 5), ('writeoff', 4)]",0.0,551,383,44.75,11.5,8.61,2018,81/100,19/20
ATI INC,1018963,2019-02-28,15650,-0.037785948,Neutral,"{'great': 10, 'enable': 1, 'innovation': 1, 'proactively': 1, 'positive': 2, 'enhancement': 1, 'success': 1, 'gain': 10, 'achieve': 4, 'positively': 1, 'improve': 14, 'profitability': 5, 'despite': 3, 'best': 1, 'effective': 4, 'satisfied': 1, 'profitable': 4, 'accomplishment': 1, 'opportunity': 1, 'efficient': 1, 'strengthen': 1, 'satisfy': 1, 'progress': 3, 'stable': 1, 'enhance': 1, 'greatly': 1, 'able': 2, 'excellence': 1, 'innovative': 1, 'perfectly': 1, 'strong': 7, 'improvement': 11, 'benefit': 89, 'exclusive': 2}","{'defer': 44, 'shutdown': 2, 'stoppage': 2, 'investigation': 2, 'idle': 20, 'lack': 1, 'curtailment': 1, 'unable': 1, 'restatement': 1, 'negative': 2, 'persistent': 1, 'doubtful': 1, 'volatile': 2, 'writedown': 2, 'adverse': 1, 'loss': 37, 'limitation': 5, 'default': 3, 'hazardous': 2, 'opportunistically': 1, 'litigation': 1, 'volatility': 1, 'disclose': 2, 'slow': 1, 'uncollectible': 1, 'restructuring': 14, 'cut': 2, 'closure': 8, 'critical': 1, 'ineffectiveness': 1, 'arrears': 1, 'downgrade': 3, 'writeoff': 2, 'decline': 6, 'termination': 3, 'late': 1, 'suspend': 1, 'obsolete': 1, 'impairment': 33, 'weak': 1, 'discontinue': 2, 'poor': 1, 'negatively': 1, 'absence': 1, 'reassessment': 2, 'unfavorable': 1, 'unprofitable': 2, 'restate': 1}","[('benefit', 89), ('defer', 44), ('loss', 37), ('impairment', 33), ('idle', 20), ('improve', 14), ('restructuring', 14), ('improvement', 11), ('great', 10), ('gain', 10), ('closure', 8), ('strong', 7), ('decline', 6), ('profitability', 5), ('limitation', 5), ('effective', 4), ('profitable', 4), ('achieve', 4), ('despite', 3), ('downgrade', 3)]",0.0,512,379,45.86,11.1,8.36,2019,78/100,19/20
ATI INC,1018963,2020-02-25,13609,-0.049232212,Neutral,"{'great': 6, 'enable': 1, 'proactively': 1, 'positive': 3, 'success': 1, 'gain': 20, 'achieve': 3, 'improve': 6, 'profitability': 5, 'despite': 11, 'best': 1, 'effective': 7, 'satisfied': 1, 'profitable': 2, 'accomplishment': 1, 'opportunity': 1, 'efficient': 1, 'satisfy': 1, 'progress': 4, 'stable': 2, 'enhance': 1, 'able': 1, 'excellence': 2, 'strong': 6, 'improvement': 4, 'benefit': 66, 'exclusive': 2}","{'weaker': 1, 'defer': 32, 'investigation': 2, 'idle': 2, 'inefficiency': 1, 'lack': 1, 'curtailment': 1, 'divestiture': 8, 'unable': 1, 'restatement': 3, 'negative': 7, 'persistent': 1, 'doubtful': 1, 'volatile': 2, 'writedown': 2, 'adverse': 2, 'deny': 1, 'loss': 33, 'limitation': 4, 'default': 5, 'divest': 7, 'hazardous': 2, 'opportunistically': 1, 'litigation': 1, 'volatility': 1, 'disclose': 1, 'uncollectible': 1, 'restructuring': 9, 'cut': 2, 'closure': 1, 'critical': 3, 'downgrade': 3, 'writeoff': 1, 'decline': 9, 'termination': 1, 'late': 1, 'suspend': 1, 'obsolete': 1, 'impairment': 37, 'closing': 1, 'discontinue': 1, 'poor': 1, 'negatively': 1, 'unfavorable': 1, 'restate': 3, 'worsen': 1}","[('benefit', 66), ('impairment', 37), ('loss', 33), ('defer', 32), ('gain', 20), ('despite', 11), ('restructuring', 9), ('decline', 9), ('divestiture', 8), ('divest', 7), ('effective', 7), ('negative', 7), ('improve', 6), ('great', 6), ('strong', 6), ('profitability', 5), ('default', 5), ('improvement', 4), ('limitation', 4), ('progress', 4)]",0.0,458,456,45.96,11.0,8.42,2020,76/100,19/20
ATI INC,1018963,2021-02-26,18071,-0.108021959,Negative,"{'great': 7, 'stabilization': 1, 'proactively': 1, 'positive': 2, 'success': 1, 'gain': 27, 'achieve': 1, 'improve': 9, 'profitability': 4, 'accomplish': 1, 'despite': 10, 'optimistic': 1, 'best': 1, 'effective': 10, 'satisfied': 1, 'profitable': 5, 'accomplishment': 1, 'rebound': 1, 'opportunity': 3, 'satisfy': 1, 'progress': 2, 'stable': 1, 'good': 1, 'enhance': 3, 'able': 1, 'excellence': 1, 'strong': 7, 'improvement': 1, 'benefit': 81, 'exclusive': 2}","{'weaker': 3, 'weaken': 3, 'involuntary': 1, 'unemployment': 2, 'defer': 28, 'investigation': 2, 'idle': 7, 'inefficiency': 2, 'lack': 1, 'curtailment': 1, 'weakness': 2, 'divestiture': 7, 'unable': 2, 'challenge': 2, 'susceptible': 1, 'cease': 5, 'cancellation': 1, 'concern': 1, 'negative': 6, 'persistent': 1, 'doubtful': 1, 'volatile': 2, 'writedown': 2, 'adverse': 2, 'loss': 48, 'limitation': 2, 'default': 3, 'denial': 1, 'divest': 10, 'hazardous': 2, 'opportunistically': 1, 'litigation': 1, 'volatility': 1, 'disclose': 1, 'uncollectible': 1, 'delay': 1, 'restructuring': 24, 'cut': 2, 'idling': 3, 'burden': 1, 'closure': 6, 'critical': 2, 'bad': 1, 'arrears': 1, 'downgrade': 3, 'decline': 23, 'termination': 8, 'late': 1, 'suspend': 1, 'disruption': 4, 'obsolete': 1, 'impairment': 59, 'closing': 1, 'weak': 1, 'discontinue': 2, 'poor': 1, 'negatively': 1, 'manipulation': 1, 'unfavorable': 2, 'unprofitable': 1, 'restate': 1, 'worsen': 2}","[('benefit', 81), ('impairment', 59), ('loss', 48), ('defer', 28), ('gain', 27), ('restructuring', 24), ('decline', 23), ('divest', 10), ('effective', 10), ('despite', 10), ('improve', 9), ('termination', 8), ('great', 7), ('divestiture', 7), ('idle', 7), ('strong', 7), ('negative', 6), ('closure', 6), ('profitable', 5), ('cease', 5)]",0.0,600,410,47.08,10.6,7.71,2021,78/100,19/20
ATI INC,1018963,2022-02-25,16999,-0.056609114,Slightly Negative,"{'great': 3, 'proactively': 1, 'positive': 4, 'success': 1, 'gain': 32, 'achieve': 3, 'improve': 16, 'profitability': 5, 'attainment': 1, 'despite': 5, 'efficiency': 1, 'best': 1, 'effective': 9, 'satisfied': 1, 'profitable': 3, 'accomplishment': 1, 'opportunity': 1, 'efficient': 1, 'advantage': 1, 'satisfy': 1, 'progress': 2, 'good': 1, 'favorable': 2, 'enhance': 2, 'able': 1, 'excellence': 2, 'strong': 7, 'improvement': 4, 'benefit': 97, 'exclusive': 1}","{'weaken': 1, 'involuntary': 1, 'unemployment': 1, 'defer': 33, 'stoppage': 1, 'investigation': 2, 'idle': 8, 'lack': 1, 'curtailment': 1, 'terminate': 1, 'divestiture': 2, 'unable': 2, 'challenge': 1, 'cease': 2, 'cancellation': 1, 'negative': 4, 'doubtful': 1, 'adverse': 1, 'loss': 46, 'limitation': 1, 'default': 1, 'denial': 1, 'divest': 7, 'hazardous': 2, 'opportunistically': 1, 'litigation': 1, 'volatility': 3, 'disclose': 1, 'uncollectible': 1, 'delay': 1, 'restructuring': 27, 'cut': 6, 'idling': 4, 'closure': 6, 'critical': 2, 'arrears': 3, 'downgrade': 1, 'decline': 18, 'termination': 11, 'late': 1, 'suspend': 1, 'disruption': 2, 'impairment': 51, 'closing': 1, 'discontinue': 1, 'poor': 1, 'negatively': 1, 'unfavorable': 2, 'restate': 1}","[('benefit', 97), ('impairment', 51), ('loss', 46), ('defer', 33), ('gain', 32), ('restructuring', 27), ('decline', 18), ('improve', 16), ('termination', 11), ('effective', 9), ('idle', 8), ('divest', 7), ('strong', 7), ('cut', 6), ('closure', 6), ('profitability', 5), ('despite', 5), ('positive', 4), ('negative', 4), ('improvement', 4)]",0.0,568,270,47.79,10.3,7.38,2022,76/100,19/20
ATI INC,1018963,2023-02-24,11532,-0.005530973,Neutral,"{'great': 2, 'positive': 3, 'success': 1, 'gain': 23, 'achieve': 1, 'improve': 14, 'profitability': 4, 'despite': 3, 'efficiency': 2, 'best': 1, 'effective': 1, 'satisfied': 1, 'profitable': 5, 'accomplishment': 1, 'opportunity': 1, 'efficient': 1, 'progress': 1, 'enhance': 1, 'able': 1, 'strong': 7, 'improvement': 4, 'benefit': 68, 'exclusive': 1, 'strength': 1}","{'defer': 22, 'stoppage': 1, 'investigation': 2, 'idle': 4, 'lack': 1, 'curtailment': 1, 'terminate': 1, 'divestiture': 2, 'unable': 1, 'restatement': 1, 'negative': 1, 'doubtful': 1, 'adverse': 1, 'loss': 38, 'default': 1, 'divest': 3, 'hazardous': 2, 'opportunistically': 1, 'litigation': 4, 'volatility': 1, 'disclose': 1, 'uncollectible': 1, 'restructuring': 19, 'idling': 1, 'closure': 1, 'critical': 1, 'decline': 1, 'termination': 3, 'suspend': 1, 'disruption': 1, 'conflict': 2, 'impairment': 25, 'force': 1, 'discontinue': 1, 'deficit': 1, 'restate': 2, 'downturn': 1}","[('benefit', 68), ('loss', 38), ('impairment', 25), ('gain', 23), ('defer', 22), ('restructuring', 19), ('improve', 14), ('strong', 7), ('profitable', 5), ('profitability', 4), ('idle', 4), ('litigation', 4), ('improvement', 4), ('divest', 3), ('positive', 3), ('termination', 3), ('despite', 3), ('hazardous', 2), ('great', 2), ('divestiture', 2)]",0.0,403,253,47.49,10.4,7.91,2023,76/100,19/20
SEMPRA ENERGY,1032208,2006-02-23,10716,-0.248410469,Negative,"{'great': 2, 'beneficial': 1, 'successful': 2, 'profitably': 1, 'honor': 1, 'reward': 5, 'enhancement': 2, 'success': 2, 'achieve': 3, 'improve': 1, 'profitability': 2, 'efficiency': 2, 'effective': 4, 'collaborative': 3, 'opportunity': 2, 'efficient': 3, 'advantage': 1, 'attractive': 1, 'satisfy': 3, 'progress': 1, 'resolve': 1, 'satisfactory': 2, 'enhance': 1, 'able': 7, 'satisfaction': 1, 'succeed': 2, 'benefit': 3}","{'shut': 1, 'fails': 2, 'stoppage': 1, 'catastrophic': 3, 'investigation': 7, 'impossible': 1, 'inefficiency': 1, 'curtailment': 1, 'dispute': 1, 'fail': 5, 'terminate': 2, 'unforeseen': 1, 'unexpected': 1, 'unresolved': 1, 'unable': 5, 'incident': 3, 'expropriation': 1, 'persistently': 1, 'disrupt': 2, 'challenge': 1, 'problem': 1, 'demolition': 1, 'lapse': 1, 'unduly': 1, 'deviate': 1, 'harmful': 2, 'concern': 8, 'negative': 1, 'difficult': 3, 'difficulty': 1, 'volatile': 1, 'investigate': 2, 'unanticipated': 2, 'antitrust': 1, 'inquiry': 2, 'adverse': 11, 'false': 1, 'defendant': 3, 'loss': 10, 'limitation': 5, 'renegotiate': 1, 'severe': 1, 'crisis': 2, 'unavailable': 2, 'disagreement': 1, 'hazardous': 7, 'litigation': 7, 'caution': 1, 'inadequate': 2, 'volatility': 5, 'disallowances': 3, 'distress': 1, 'injury': 2, 'harm': 1, 'liquidate': 1, 'damage': 6, 'displace': 1, 'accident': 2, 'delay': 2, 'restructuring': 2, 'breakdown': 1, 'expose': 5, 'hinder': 1, 'downgrade': 3, 'decline': 2, 'lose': 1, 'termination': 1, 'disruption': 1, 'allege': 1, 'adversely': 21, 'impair': 2, 'insufficient': 1, 'criminal': 1, 'concerned': 1, 'indictment': 1, 'interruption': 1, 'force': 1, 'violate': 1, 'weak': 1, 'failure': 3, 'preclude': 1, 'disaster': 4, 'violation': 1, 'embargo': 1, 'seriously': 1, 'conspiracy': 1, 'defend': 1, 'abrogation': 1, 'negatively': 3, 'divert': 2, 'detrimental': 1, 'penalty': 6, 'shortage': 1, 'inability': 1, 'stringent': 1, 'shortfall': 1, 'diminution': 1}","[('adversely', 21), ('adverse', 11), ('loss', 10), ('concern', 8), ('hazardous', 7), ('litigation', 7), ('investigation', 7), ('able', 7), ('damage', 6), ('penalty', 6), ('reward', 5), ('expose', 5), ('unable', 5), ('volatility', 5), ('limitation', 5), ('fail', 5), ('effective', 4), ('disaster', 4), ('collaborative', 3), ('efficient', 3)]",0.0,403,255,20.01,16.9,12.76,2006,84/100,18/20
SEMPRA ENERGY,1032208,2007-02-23,11741,-0.242620299,Negative,"{'great': 2, 'beneficial': 1, 'successful': 2, 'profitably': 1, 'honor': 1, 'reward': 5, 'enhancement': 2, 'success': 2, 'achieve': 5, 'improve': 1, 'profitability': 2, 'attainment': 1, 'efficiency': 2, 'effective': 4, 'collaborative': 3, 'opportunity': 2, 'efficient': 2, 'advantage': 1, 'attractive': 1, 'satisfy': 3, 'progress': 1, 'resolve': 1, 'satisfactory': 2, 'enhance': 1, 'attain': 1, 'able': 8, 'satisfaction': 1, 'succeed': 2, 'benefit': 5}","{'shut': 1, 'fails': 2, 'disallowance': 1, 'stoppage': 1, 'catastrophic': 3, 'investigation': 7, 'impossible': 1, 'inefficiency': 1, 'curtailment': 1, 'dispute': 1, 'fail': 5, 'terminate': 3, 'unforeseen': 1, 'unexpected': 1, 'unable': 5, 'incident': 3, 'expropriation': 1, 'persistently': 1, 'disrupt': 2, 'challenge': 2, 'demolition': 1, 'lapse': 2, 'unduly': 1, 'deviate': 1, 'harmful': 2, 'concern': 10, 'difficult': 4, 'difficulty': 1, 'volatile': 1, 'investigate': 1, 'unanticipated': 2, 'antitrust': 2, 'inquiry': 2, 'adverse': 11, 'false': 2, 'defendant': 2, 'loss': 10, 'limitation': 7, 'severe': 1, 'crisis': 2, 'unavailable': 2, 'disagreement': 1, 'hazardous': 7, 'litigation': 8, 'caution': 1, 'inadequate': 3, 'volatility': 5, 'disallowances': 3, 'distress': 1, 'injury': 2, 'harm': 1, 'liquidate': 1, 'damage': 7, 'displace': 1, 'accident': 2, 'delay': 4, 'restructuring': 2, 'suspension': 1, 'breakdown': 1, 'expose': 5, 'hinder': 1, 'downgrade': 3, 'decline': 2, 'lose': 1, 'breach': 1, 'termination': 1, 'disruption': 1, 'allege': 1, 'adversely': 25, 'impair': 2, 'insufficient': 1, 'criminal': 1, 'concerned': 1, 'indictment': 1, 'interruption': 1, 'force': 2, 'violate': 1, 'weak': 1, 'discontinue': 1, 'failure': 4, 'preclude': 1, 'disaster': 4, 'violation': 1, 'embargo': 1, 'seriously': 1, 'conspiracy': 1, 'defend': 1, 'dismiss': 1, 'negatively': 3, 'divert': 2, 'dispose': 1, 'detrimental': 1, 'penalty': 5, 'shortage': 1, 'inability': 1, 'stringent': 1, 'shortfall': 1}","[('adversely', 25), ('adverse', 11), ('concern', 10), ('loss', 10), ('litigation', 8), ('able', 8), ('damage', 7), ('hazardous', 7), ('limitation', 7), ('investigation', 7), ('reward', 5), ('expose', 5), ('unable', 5), ('volatility', 5), ('benefit', 5), ('fail', 5), ('achieve', 5), ('penalty', 5), ('delay', 4), ('effective', 4)]",0.0,432,251,28.37,15.7,12.67,2007,83/100,18/20
